policy_id,customer_id,policy_number,product_type,start_date,end_date,premium_amount,status
20399,274,POL-00020399,Auto,2025-07-11,2029-05-15,110.47,Cancelled
20400,6689,POL-00020400,Home,2024-12-25,2026-02-09,51.46,Active
20401,6719,POL-00020401,Health,2025-08-14,2028-02-16,243.88,Active
20402,1257,POL-00020402,Home,2026-01-26,2029-10-22,425.95,Cancelled
20403,7601,POL-00020403,Health,2025-04-13,2030-03-24,143.33,Active
20404,7940,POL-00020404,Health,2024-08-02,,469.8,Cancelled
20405,3830,POL-00020405,Life,2024-08-21,2028-04-12,173.62,Lapsed
20406,5207,POL-00020406,Home,2023-07-31,2025-06-19,65.84,Active
20407,2912,POL-00020407,Life,2023-09-05,2025-12-11,148.64,Active
20408,6285,POL-00020408,Life,2024-06-24,2027-12-02,85.05,Lapsed
20409,500,POL-00020409,Life,2023-03-28,2024-10-25,413.6,Cancelled
20410,1993,POL-00020410,Home,2024-10-09,2026-07-15,139.17,Active
20411,8423,POL-00020411,Health,2025-04-22,2028-10-21,172.45,Active
20412,4197,POL-00020412,Life,2024-10-25,2026-02-24,191.62,Cancelled
20413,4800,POL-00020413,Auto,2024-10-01,2029-06-07,191.87,Lapsed
20414,7189,POL-00020414,Auto,2024-08-02,2026-11-01,434.29,Lapsed
20415,8445,POL-00020415,Home,2025-11-29,,334.16,Lapsed
20416,4493,POL-00020416,Life,2025-06-03,2030-01-19,50.55,Lapsed
20417,4969,POL-00020417,Health,2024-04-21,2028-01-11,351.21,Lapsed
20418,210,POL-00020418,Life,2023-05-08,2026-11-22,88.69,Cancelled
20419,8621,POL-00020419,Health,2026-01-15,2030-05-23,465.95,Active
20420,7026,POL-00020420,Life,2024-10-15,2029-02-28,454.27,Active
20421,8042,POL-00020421,Home,2024-08-12,2027-06-03,110.12,Active
20422,3024,POL-00020422,Home,2024-08-23,2026-03-19,315.73,Cancelled
20423,2882,POL-00020423,Home,2024-04-07,2028-11-19,246.16,Lapsed
20424,9787,POL-00020424,Home,2025-12-20,2028-06-03,137.19,Cancelled
20425,799,POL-00020425,Home,2026-03-13,2029-11-30,467.52,Active
20426,7728,POL-00020426,Auto,2025-06-13,,157.9,Lapsed
20427,4246,POL-00020427,Health,2025-06-26,2027-04-29,154.93,Active
20428,3669,POL-00020428,Home,2023-08-20,2027-09-01,413.35,Active
20429,8583,POL-00020429,Home,2024-10-28,2027-08-16,368.72,Cancelled
20430,7780,POL-00020430,Health,2025-10-05,2028-02-04,113.05,Cancelled
20431,9538,POL-00020431,Auto,2025-03-16,2029-01-14,318.31,Active
20432,4562,POL-00020432,Home,2025-04-04,2027-05-28,486.38,Cancelled
20433,5227,POL-00020433,Home,2023-10-10,2026-11-26,223.56,Cancelled
20434,5195,POL-00020434,Life,2023-05-25,2028-04-29,97.82,Active
20435,4423,POL-00020435,Home,2024-02-08,2028-12-27,225.69,Lapsed
20436,8067,POL-00020436,Auto,2025-04-22,2028-12-28,145.62,Cancelled
20437,3882,POL-00020437,Home,2025-04-17,2027-09-03,88.5,Cancelled
20438,4615,POL-00020438,Auto,2026-01-28,2030-02-10,403.98,Lapsed
20439,306,POL-00020439,Life,2025-04-19,2028-03-22,390.8,Cancelled
20440,1710,POL-00020440,Home,2024-02-15,,70.56,Cancelled
20441,8906,POL-00020441,Health,2024-08-27,2029-01-07,314.87,Lapsed
20442,7278,POL-00020442,Auto,2024-03-31,,462.68,Active
20443,502,POL-00020443,Home,2023-04-21,2025-11-27,229.78,Active
20444,604,POL-00020444,Health,2025-05-07,2027-09-05,359.27,Lapsed
20445,6658,POL-00020445,Life,2025-12-05,2030-01-23,169.06,Cancelled
20446,7346,POL-00020446,Life,2024-05-22,2028-04-23,237.55,Active
20447,9383,POL-00020447,Health,2023-06-08,2024-09-10,246.09,Lapsed
20448,6062,POL-00020448,Life,2025-08-07,2028-10-28,450.26,Cancelled
20449,7074,POL-00020449,Life,2023-05-30,2025-10-28,419.4,Lapsed
20450,5182,POL-00020450,Auto,2025-07-22,2028-11-16,377.28,Active
20451,957,POL-00020451,Health,2023-06-15,2028-05-30,471.67,Lapsed
20452,3192,POL-00020452,Health,2025-07-23,2029-07-19,313.04,Lapsed
20453,953,POL-00020453,Life,2025-04-07,2029-05-11,219.09,Lapsed
20454,8820,POL-00020454,Auto,2024-12-11,,143.6,Lapsed
20455,8876,POL-00020455,Health,2024-07-26,2028-08-29,221.53,Cancelled
20456,1124,POL-00020456,Auto,2025-03-22,,443.09,Cancelled
20457,7149,POL-00020457,Life,2025-12-02,2028-05-17,384.21,Active
20458,1902,POL-00020458,Life,2024-05-12,2026-08-19,155.53,Lapsed
20459,6804,POL-00020459,Health,2025-05-22,2030-05-21,367.41,Active
20460,7022,POL-00020460,Health,2025-09-10,,112.61,Active
20461,7898,POL-00020461,Health,2024-11-30,,357.48,Cancelled
20462,7803,POL-00020462,Home,2024-08-09,2029-03-30,83.15,Active
20463,5290,POL-00020463,Auto,2024-08-08,,284.64,Active
20464,8417,POL-00020464,Life,2025-04-30,2028-06-17,252.84,Lapsed
20465,3922,POL-00020465,Home,2025-11-02,2027-01-09,182.59,Active
20466,1558,POL-00020466,Auto,2023-11-02,,302.61,Active
20467,8009,POL-00020467,Health,2026-03-13,2028-09-13,250.49,Active
20468,4693,POL-00020468,Home,2025-12-22,2030-10-24,180.35,Active
20469,7939,POL-00020469,Auto,2026-01-09,2027-08-14,490.76,Active
20470,7748,POL-00020470,Auto,2024-01-21,,135.64,Lapsed
20471,5418,POL-00020471,Life,2025-12-27,,348.3,Lapsed
20472,4971,POL-00020472,Life,2023-04-18,2027-08-03,200.89,Cancelled
20473,5253,POL-00020473,Health,2024-10-27,2029-02-06,365.19,Active
20474,4560,POL-00020474,Life,2023-09-20,2025-11-05,357.9,Active
20475,2115,POL-00020475,Home,2023-04-08,2026-11-24,168.58,Lapsed
20476,6724,POL-00020476,Life,2025-04-19,2030-02-26,249.84,Cancelled
20477,628,POL-00020477,Home,2023-07-17,2026-08-05,306.59,Active
20478,4261,POL-00020478,Auto,2024-10-22,2028-06-09,207.03,Cancelled
20479,5716,POL-00020479,Life,2025-01-29,2028-01-10,97.94,Active
20480,2820,POL-00020480,Auto,2025-06-30,2028-06-16,376.03,Active
20481,5169,POL-00020481,Home,2023-04-01,2025-04-20,227.37,Active
20482,8893,POL-00020482,Life,2025-03-10,2028-11-03,215.7,Lapsed
20483,4519,POL-00020483,Auto,2025-08-18,2027-08-13,168.14,Lapsed
20484,4290,POL-00020484,Auto,2024-05-19,2028-03-16,84.96,Active
20485,2343,POL-00020485,Home,2025-02-17,,307.25,Cancelled
20486,5604,POL-00020486,Health,2025-12-30,2027-12-10,122.91,Lapsed
20487,1191,POL-00020487,Health,2026-01-01,2029-05-01,339.8,Active
20488,3453,POL-00020488,Home,2023-12-06,2026-04-26,471.73,Cancelled
20489,6708,POL-00020489,Life,2023-12-28,2028-07-13,481.16,Active
20490,9254,POL-00020490,Health,2024-06-21,2026-06-23,276.86,Active
20491,5373,POL-00020491,Life,2024-01-21,2025-12-01,157.17,Cancelled
20492,7710,POL-00020492,Home,2024-07-15,2028-03-05,54.83,Lapsed
20493,8723,POL-00020493,Health,2024-05-30,2026-01-16,152.94,Active
20494,1900,POL-00020494,Health,2024-08-12,2026-01-05,386.99,Lapsed
20495,5876,POL-00020495,Home,2024-06-13,2028-06-18,458.64,Lapsed
20496,4277,POL-00020496,Health,2024-07-21,2026-03-03,193.94,Cancelled
20497,9513,POL-00020497,Home,2025-09-12,2028-09-03,173.66,Active
20498,3054,POL-00020498,Health,2024-11-06,2026-08-26,256.88,Cancelled
20499,1488,POL-00020499,Health,2025-06-28,2027-02-08,177.42,Lapsed
20500,4074,POL-00020500,Health,2026-03-01,2028-06-05,246.74,Lapsed
20501,801,POL-00020501,Home,2024-11-26,,489.31,Active
20502,2051,POL-00020502,Life,2024-10-07,,171.39,Lapsed
20503,7622,POL-00020503,Health,2023-11-26,2027-12-13,280.94,Lapsed
20504,1737,POL-00020504,Auto,2025-01-15,2027-07-01,99.52,Active
20505,510,POL-00020505,Auto,2024-05-09,2027-02-21,56.44,Active
20506,6570,POL-00020506,Auto,2025-04-07,2029-01-21,132.91,Cancelled
20507,9332,POL-00020507,Auto,2025-02-27,2028-07-05,77.84,Lapsed
20508,1789,POL-00020508,Life,2023-10-26,2028-03-20,181.28,Cancelled
20509,2224,POL-00020509,Home,2024-09-22,,485.77,Lapsed
20510,5997,POL-00020510,Life,2023-12-23,2025-07-18,417.86,Cancelled
20511,9458,POL-00020511,Home,2023-09-08,2026-08-06,285.75,Active
20512,2152,POL-00020512,Health,2023-07-08,2025-03-10,428.55,Lapsed
20513,7917,POL-00020513,Auto,2024-01-18,2028-05-23,129.34,Active
20514,8441,POL-00020514,Auto,2025-02-13,2029-02-01,353.44,Lapsed
20515,8184,POL-00020515,Auto,2024-11-11,2027-02-19,431.17,Active
20516,3647,POL-00020516,Auto,2024-03-04,,416.16,Active
20517,3181,POL-00020517,Health,2024-02-23,,460.27,Active
20518,6113,POL-00020518,Life,2024-02-09,2027-01-03,154.63,Lapsed
20519,4313,POL-00020519,Home,2024-08-06,2026-10-06,355.48,Cancelled
20520,1087,POL-00020520,Auto,2025-09-20,2028-06-27,225.1,Cancelled
20521,9913,POL-00020521,Health,2023-08-18,2026-08-23,470.62,Active
20522,9205,POL-00020522,Life,2025-09-24,,232.99,Cancelled
20523,7645,POL-00020523,Auto,2025-08-05,2029-04-10,289.05,Lapsed
20524,5022,POL-00020524,Health,2025-02-07,2027-11-07,473.81,Cancelled
20525,35,POL-00020525,Home,2025-03-01,2029-09-13,259.1,Active
20526,3137,POL-00020526,Auto,2024-01-04,,260.49,Active
20527,5522,POL-00020527,Life,2023-04-06,2027-12-10,410.97,Lapsed
20528,100,POL-00020528,Auto,2024-10-15,2029-08-04,499.31,Active
20529,7368,POL-00020529,Home,2023-03-27,,57.43,Cancelled
20530,7675,POL-00020530,Health,2023-10-10,2026-05-09,289.21,Cancelled
20531,9815,POL-00020531,Auto,2023-09-24,2028-05-31,350.18,Cancelled
20532,6578,POL-00020532,Life,2023-12-27,2026-12-26,131.4,Active
20533,7513,POL-00020533,Life,2024-03-11,2025-05-08,485.11,Active
20534,5107,POL-00020534,Home,2025-03-20,2028-07-08,306.24,Cancelled
20535,8924,POL-00020535,Life,2023-04-10,2027-07-23,490.59,Active
20536,8842,POL-00020536,Home,2024-10-08,2027-01-21,301.24,Active
20537,1856,POL-00020537,Life,2025-10-25,,496.96,Lapsed
20538,5787,POL-00020538,Health,2025-04-28,2027-03-21,373.73,Lapsed
20539,4319,POL-00020539,Auto,2025-02-24,,294.36,Cancelled
20540,8268,POL-00020540,Auto,2026-03-09,2028-05-14,280.34,Cancelled
20541,8263,POL-00020541,Home,2024-09-05,2028-05-24,110.72,Lapsed
20542,1342,POL-00020542,Auto,2024-05-25,2027-03-28,254.54,Cancelled
20543,8083,POL-00020543,Health,2024-09-14,2027-07-05,92.22,Cancelled
20544,4839,POL-00020544,Auto,2025-03-08,2029-12-20,490.81,Cancelled
20545,9030,POL-00020545,Life,2023-10-01,2025-12-17,346.11,Cancelled
20546,9198,POL-00020546,Home,2023-10-11,,397.42,Lapsed
20547,1836,POL-00020547,Home,2023-08-09,2025-07-23,176.47,Lapsed
20548,201,POL-00020548,Health,2023-10-07,2025-10-15,157.88,Cancelled
20549,5060,POL-00020549,Auto,2023-12-13,2027-06-27,480.85,Active
20550,8227,POL-00020550,Auto,2023-07-01,,416.74,Lapsed
20551,590,POL-00020551,Home,2023-11-16,,392.7,Cancelled
20552,2911,POL-00020552,Life,2023-05-23,2024-09-05,257.91,Lapsed
20553,2976,POL-00020553,Health,2026-01-13,2027-11-28,252.17,Cancelled
20554,2243,POL-00020554,Life,2025-08-15,2027-07-25,292.37,Active
20555,9599,POL-00020555,Home,2025-07-14,2027-02-05,159.25,Active
20556,663,POL-00020556,Home,2025-01-02,,478.08,Cancelled
20557,6053,POL-00020557,Auto,2025-03-14,,496.83,Lapsed
20558,6149,POL-00020558,Home,2024-08-25,2029-06-19,161.64,Active
20559,2085,POL-00020559,Auto,2023-10-19,2028-04-04,240.36,Lapsed
20560,1647,POL-00020560,Life,2023-07-10,2025-05-21,186.37,Active
20561,7770,POL-00020561,Life,2024-12-19,2029-01-14,360.79,Cancelled
20562,627,POL-00020562,Auto,2024-02-10,2026-10-02,282.66,Active
20563,509,POL-00020563,Home,2024-11-18,,299.94,Lapsed
20564,7317,POL-00020564,Home,2023-08-19,,178.76,Active
20565,9557,POL-00020565,Health,2024-11-27,2028-01-05,146.0,Active
20566,278,POL-00020566,Auto,2026-02-24,,57.18,Cancelled
20567,4353,POL-00020567,Life,2024-04-22,2028-04-19,316.37,Lapsed
20568,7205,POL-00020568,Home,2025-03-01,,261.42,Cancelled
20569,7539,POL-00020569,Life,2026-01-01,2030-03-01,204.96,Cancelled
20570,3024,POL-00020570,Home,2025-03-04,2026-08-03,350.17,Cancelled
20571,7857,POL-00020571,Life,2023-10-05,2028-08-15,264.54,Active
20572,9670,POL-00020572,Life,2023-03-31,2025-02-02,380.0,Active
20573,5143,POL-00020573,Auto,2023-09-08,2025-06-29,427.97,Lapsed
20574,6957,POL-00020574,Health,2025-02-10,2029-04-24,299.36,Lapsed
20575,5237,POL-00020575,Health,2023-07-28,,255.45,Active
20576,4301,POL-00020576,Home,2025-10-18,2029-09-06,379.38,Cancelled
20577,6846,POL-00020577,Auto,2024-03-03,2029-02-06,458.9,Cancelled
20578,1855,POL-00020578,Auto,2025-02-20,2029-08-14,378.1,Lapsed
20579,8060,POL-00020579,Home,2024-05-07,,136.45,Lapsed
20580,3314,POL-00020580,Home,2025-07-08,2030-04-18,56.34,Cancelled
20581,5483,POL-00020581,Home,2025-12-22,2030-05-11,460.45,Cancelled
20582,5716,POL-00020582,Health,2024-05-31,2026-12-28,159.65,Cancelled
20583,2211,POL-00020583,Home,2025-07-01,2028-07-03,468.12,Lapsed
20584,1083,POL-00020584,Life,2026-01-27,2030-02-27,418.75,Active
20585,4733,POL-00020585,Health,2024-08-24,2028-10-31,110.06,Active
20586,1976,POL-00020586,Health,2024-11-10,2025-11-12,469.09,Active
20587,9276,POL-00020587,Auto,2023-12-16,2025-04-01,75.2,Cancelled
20588,3486,POL-00020588,Health,2026-01-15,2030-12-30,60.16,Lapsed
20589,1095,POL-00020589,Auto,2025-01-14,2026-05-31,454.4,Lapsed
20590,3876,POL-00020590,Home,2025-09-13,2029-06-17,176.22,Cancelled
20591,9463,POL-00020591,Life,2024-04-13,2025-12-28,160.81,Lapsed
20592,5893,POL-00020592,Home,2025-09-24,,174.13,Lapsed
20593,3916,POL-00020593,Health,2023-09-08,2025-12-07,58.2,Active
20594,4815,POL-00020594,Home,2023-07-14,2027-10-03,349.66,Active
20595,6042,POL-00020595,Home,2025-03-29,2028-09-17,459.09,Lapsed
20596,7306,POL-00020596,Auto,2026-02-12,2027-04-09,476.92,Active
20597,4781,POL-00020597,Life,2024-06-05,2026-09-12,268.95,Active
20598,7514,POL-00020598,Health,2025-05-07,2027-02-13,349.92,Active
20599,8946,POL-00020599,Life,2023-09-05,2026-03-08,64.45,Active
20600,7463,POL-00020600,Auto,2025-03-24,,463.14,Active
20601,8150,POL-00020601,Life,2025-10-13,2029-05-01,423.52,Cancelled
20602,2715,POL-00020602,Home,2024-08-27,,438.17,Lapsed
20603,3082,POL-00020603,Life,2025-01-11,2028-01-31,421.91,Cancelled
20604,1310,POL-00020604,Auto,2026-01-08,2029-05-06,388.37,Lapsed
20605,7442,POL-00020605,Home,2026-01-20,2030-01-12,103.53,Lapsed
20606,4963,POL-00020606,Home,2024-12-03,2029-05-13,436.91,Active
20607,2159,POL-00020607,Home,2024-09-26,2029-08-17,124.34,Lapsed
20608,4438,POL-00020608,Auto,2026-01-21,2029-04-22,306.84,Lapsed
20609,5306,POL-00020609,Health,2026-01-28,2029-08-16,82.81,Lapsed
20610,8714,POL-00020610,Health,2024-05-23,2028-01-02,58.1,Cancelled
20611,622,POL-00020611,Health,2026-01-11,2028-03-02,204.94,Lapsed
20612,4213,POL-00020612,Auto,2023-09-20,,487.07,Active
20613,1092,POL-00020613,Home,2023-11-26,2026-03-29,355.08,Cancelled
20614,5563,POL-00020614,Auto,2024-09-20,2029-09-17,289.09,Active
20615,5818,POL-00020615,Home,2024-03-29,,191.25,Lapsed
20616,7172,POL-00020616,Life,2024-05-22,,380.95,Lapsed
20617,4775,POL-00020617,Health,2024-07-29,2029-03-30,347.13,Lapsed
20618,9186,POL-00020618,Life,2024-11-23,2028-11-03,349.57,Lapsed
20619,2366,POL-00020619,Home,2024-01-21,2025-06-29,342.67,Lapsed
20620,187,POL-00020620,Life,2025-05-27,2030-03-01,98.77,Cancelled
20621,2371,POL-00020621,Auto,2024-03-17,2027-11-30,313.37,Active
20622,4216,POL-00020622,Home,2025-10-22,2028-10-07,79.57,Lapsed
20623,7397,POL-00020623,Life,2023-09-25,2026-11-19,140.66,Active
20624,999,POL-00020624,Home,2025-01-29,2027-12-29,471.28,Active
20625,3107,POL-00020625,Health,2025-09-18,,86.89,Lapsed
20626,719,POL-00020626,Home,2024-12-02,2027-05-11,87.57,Active
20627,9347,POL-00020627,Auto,2024-10-31,2028-02-16,92.84,Active
20628,3348,POL-00020628,Health,2026-01-28,2030-07-04,114.55,Active
20629,7158,POL-00020629,Auto,2024-07-01,,392.22,Lapsed
20630,3704,POL-00020630,Auto,2025-11-16,2028-11-01,430.18,Lapsed
20631,6174,POL-00020631,Home,2025-08-08,2030-07-05,108.07,Active
20632,6358,POL-00020632,Auto,2025-08-02,2029-01-25,157.61,Active
20633,942,POL-00020633,Auto,2026-01-31,2029-02-26,77.55,Lapsed
20634,4357,POL-00020634,Home,2025-11-25,2030-01-23,435.74,Lapsed
20635,4774,POL-00020635,Health,2024-08-19,2027-09-24,194.12,Cancelled
20636,3807,POL-00020636,Health,2024-12-23,2026-08-24,76.71,Active
20637,1973,POL-00020637,Auto,2024-03-06,2026-12-16,382.69,Cancelled
20638,2463,POL-00020638,Home,2026-02-09,2027-06-24,217.33,Lapsed
20639,7995,POL-00020639,Health,2025-06-08,2027-07-25,392.78,Lapsed
20640,4652,POL-00020640,Auto,2023-10-14,2025-10-28,183.3,Cancelled
20641,9977,POL-00020641,Health,2024-08-31,2026-07-21,153.22,Active
20642,7492,POL-00020642,Auto,2025-04-09,2030-03-21,173.41,Active
20643,1756,POL-00020643,Auto,2023-08-04,,110.98,Active
20644,4527,POL-00020644,Life,2026-02-10,,371.89,Cancelled
20645,1528,POL-00020645,Home,2023-08-13,2027-04-13,370.14,Active
20646,8699,POL-00020646,Life,2025-05-23,2026-11-01,172.21,Active
20647,1713,POL-00020647,Life,2026-02-01,2027-07-29,223.35,Cancelled
20648,7865,POL-00020648,Auto,2023-12-10,2028-06-11,129.43,Lapsed
20649,4692,POL-00020649,Home,2023-05-05,2025-02-01,281.73,Lapsed
20650,4620,POL-00020650,Life,2023-05-07,2028-01-15,230.39,Lapsed
20651,1221,POL-00020651,Life,2025-03-11,2027-01-21,408.84,Cancelled
20652,6657,POL-00020652,Auto,2023-08-15,2025-02-14,284.34,Active
20653,3054,POL-00020653,Auto,2025-02-26,2028-12-03,76.6,Active
20654,870,POL-00020654,Life,2024-08-25,2027-01-21,401.12,Cancelled
20655,9247,POL-00020655,Life,2024-05-21,,179.41,Lapsed
20656,2018,POL-00020656,Home,2025-02-14,2026-09-17,331.79,Lapsed
20657,5556,POL-00020657,Life,2023-08-27,,72.39,Active
20658,4668,POL-00020658,Auto,2023-06-04,2026-02-16,50.4,Active
20659,3572,POL-00020659,Life,2024-08-04,2028-04-28,226.92,Active
20660,4214,POL-00020660,Life,2023-12-31,2027-02-20,298.32,Lapsed
20661,8385,POL-00020661,Auto,2023-10-27,2028-09-03,61.2,Lapsed
20662,416,POL-00020662,Life,2024-01-05,2028-04-08,188.24,Active
20663,9577,POL-00020663,Home,2025-01-24,2029-06-24,109.49,Lapsed
20664,3653,POL-00020664,Health,2024-11-04,2025-11-18,147.94,Lapsed
20665,214,POL-00020665,Health,2023-10-31,2025-10-01,270.08,Cancelled
20666,9493,POL-00020666,Auto,2025-07-05,2029-04-27,347.28,Active
20667,9367,POL-00020667,Auto,2025-11-05,,247.72,Lapsed
20668,2107,POL-00020668,Health,2024-11-12,2028-07-14,461.62,Cancelled
20669,3008,POL-00020669,Auto,2026-02-15,,354.04,Cancelled
20670,1505,POL-00020670,Life,2024-09-10,,399.69,Cancelled
20671,6770,POL-00020671,Life,2025-08-01,,176.46,Cancelled
20672,2668,POL-00020672,Health,2026-01-09,2030-05-09,109.19,Cancelled
20673,5059,POL-00020673,Life,2026-01-02,2030-09-12,169.04,Active
20674,9699,POL-00020674,Life,2024-12-03,2029-05-17,373.32,Cancelled
20675,7763,POL-00020675,Auto,2023-08-06,2027-08-29,448.13,Active
20676,9868,POL-00020676,Auto,2024-06-23,2027-11-08,204.9,Lapsed
20677,3803,POL-00020677,Health,2023-08-29,2028-01-14,328.4,Lapsed
20678,6717,POL-00020678,Life,2023-09-29,2026-10-13,339.17,Cancelled
20679,3666,POL-00020679,Health,2025-10-29,2029-07-20,99.6,Lapsed
20680,7862,POL-00020680,Auto,2023-10-04,,251.43,Active
20681,8363,POL-00020681,Auto,2024-10-06,2027-01-11,170.01,Lapsed
20682,6828,POL-00020682,Health,2023-04-26,2027-07-21,79.94,Active
20683,8953,POL-00020683,Health,2023-06-13,2027-10-05,254.51,Lapsed
20684,6510,POL-00020684,Health,2024-06-11,2028-05-11,400.44,Active
20685,2509,POL-00020685,Home,2023-06-29,,477.43,Lapsed
20686,1734,POL-00020686,Auto,2025-11-14,2030-09-23,151.41,Lapsed
20687,8757,POL-00020687,Life,2024-12-08,2028-06-15,75.4,Cancelled
20688,669,POL-00020688,Life,2023-07-23,2028-07-01,236.18,Cancelled
20689,1561,POL-00020689,Auto,2025-06-16,2026-11-07,444.81,Lapsed
20690,5098,POL-00020690,Home,2023-04-06,2025-03-16,93.91,Cancelled
20691,3010,POL-00020691,Auto,2025-01-21,2026-05-24,327.67,Cancelled
20692,849,POL-00020692,Health,2023-10-30,2027-04-24,165.33,Cancelled
20693,839,POL-00020693,Home,2024-12-27,2025-12-28,263.87,Lapsed
20694,6692,POL-00020694,Auto,2023-09-07,,281.74,Cancelled
20695,9439,POL-00020695,Auto,2024-01-29,2028-10-22,187.68,Active
20696,6714,POL-00020696,Home,2024-01-13,2027-10-08,461.75,Cancelled
20697,1282,POL-00020697,Health,2025-03-04,2028-03-15,194.83,Lapsed
20698,8432,POL-00020698,Auto,2025-07-05,2029-11-12,409.26,Lapsed
20699,6503,POL-00020699,Health,2024-01-08,2025-12-05,208.81,Lapsed
20700,6889,POL-00020700,Health,2024-02-05,,65.08,Cancelled
20701,9512,POL-00020701,Health,2024-12-03,2028-01-30,375.16,Cancelled
20702,957,POL-00020702,Home,2023-10-07,2024-12-03,416.88,Active
20703,788,POL-00020703,Health,2024-06-03,2028-08-03,64.26,Lapsed
20704,8284,POL-00020704,Health,2023-08-20,2025-02-21,388.44,Cancelled
20705,671,POL-00020705,Auto,2024-05-03,2025-07-04,115.52,Cancelled
20706,4439,POL-00020706,Health,2024-01-12,2027-03-13,91.95,Active
20707,2680,POL-00020707,Home,2024-04-08,2027-08-29,447.26,Lapsed
20708,7241,POL-00020708,Auto,2024-04-27,,263.31,Cancelled
20709,1044,POL-00020709,Auto,2023-07-16,2027-03-23,249.46,Lapsed
20710,8354,POL-00020710,Auto,2025-11-15,2027-06-17,290.91,Cancelled
20711,3300,POL-00020711,Life,2024-10-06,,477.21,Active
20712,3499,POL-00020712,Auto,2023-03-24,2026-04-15,407.94,Active
20713,1481,POL-00020713,Auto,2025-12-13,2029-09-14,405.32,Cancelled
20714,3654,POL-00020714,Auto,2025-12-24,2027-03-02,151.94,Cancelled
20715,240,POL-00020715,Auto,2024-01-21,,225.7,Cancelled
20716,9304,POL-00020716,Home,2024-12-30,2028-08-04,64.09,Cancelled
20717,7333,POL-00020717,Health,2023-10-07,2025-12-07,86.4,Cancelled
20718,9538,POL-00020718,Health,2023-10-31,2025-03-26,138.78,Lapsed
20719,9348,POL-00020719,Auto,2026-01-08,2029-02-20,58.97,Lapsed
20720,4972,POL-00020720,Home,2026-03-19,2029-05-22,108.45,Cancelled
20721,1518,POL-00020721,Life,2024-09-05,2026-03-14,69.05,Cancelled
20722,6200,POL-00020722,Home,2024-06-06,2029-02-22,185.62,Cancelled
20723,484,POL-00020723,Health,2024-07-14,2025-12-06,192.73,Cancelled
20724,4299,POL-00020724,Auto,2023-07-12,2025-12-10,73.83,Active
20725,9693,POL-00020725,Auto,2026-01-05,,490.52,Active
20726,3702,POL-00020726,Health,2025-04-27,2028-03-08,75.02,Cancelled
20727,732,POL-00020727,Auto,2023-10-18,,216.31,Lapsed
20728,5618,POL-00020728,Auto,2024-12-19,2026-03-26,336.03,Lapsed
20729,8033,POL-00020729,Life,2024-10-08,2027-11-17,174.94,Lapsed
20730,3622,POL-00020730,Health,2025-10-23,2027-08-22,111.38,Lapsed
20731,5228,POL-00020731,Auto,2024-08-16,2028-03-30,253.82,Active
20732,649,POL-00020732,Life,2024-11-04,2026-03-15,486.52,Lapsed
20733,3185,POL-00020733,Auto,2024-06-30,,96.96,Cancelled
20734,4000,POL-00020734,Home,2025-08-25,,357.33,Cancelled
20735,3558,POL-00020735,Health,2024-01-28,2025-10-12,332.94,Cancelled
20736,5369,POL-00020736,Life,2024-02-16,2026-11-25,150.78,Cancelled
20737,915,POL-00020737,Health,2024-06-20,,409.22,Lapsed
20738,8132,POL-00020738,Home,2024-01-26,2028-02-24,54.07,Cancelled
20739,3231,POL-00020739,Home,2023-05-06,2025-03-14,290.9,Cancelled
20740,3661,POL-00020740,Life,2024-01-22,2026-04-10,302.42,Lapsed
20741,5019,POL-00020741,Home,2024-01-14,2025-05-26,90.45,Cancelled
20742,9861,POL-00020742,Auto,2026-01-12,2029-12-21,413.36,Lapsed
20743,5369,POL-00020743,Health,2026-03-02,2029-12-06,337.3,Lapsed
20744,5053,POL-00020744,Health,2023-12-29,,53.06,Active
20745,9635,POL-00020745,Auto,2024-01-23,2025-01-29,437.87,Cancelled
20746,9674,POL-00020746,Life,2025-12-02,2028-12-30,52.25,Active
20747,1783,POL-00020747,Life,2026-01-26,2028-03-13,118.04,Active
20748,7855,POL-00020748,Health,2023-12-16,2028-08-12,68.92,Lapsed
20749,8982,POL-00020749,Life,2024-10-24,2028-10-15,393.96,Cancelled
20750,784,POL-00020750,Auto,2024-12-10,2026-12-03,351.79,Lapsed
20751,6058,POL-00020751,Health,2026-01-09,,334.34,Lapsed
20752,7655,POL-00020752,Home,2025-08-07,2029-02-03,379.2,Active
20753,853,POL-00020753,Auto,2026-01-16,2027-05-06,78.8,Lapsed
20754,7089,POL-00020754,Health,2024-02-07,2028-03-10,66.43,Cancelled
20755,7430,POL-00020755,Life,2024-03-25,,212.57,Active
20756,9473,POL-00020756,Health,2024-01-04,,231.31,Cancelled
20757,4649,POL-00020757,Health,2026-01-05,2029-11-17,69.27,Active
20758,5805,POL-00020758,Health,2026-03-13,,178.63,Cancelled
20759,5551,POL-00020759,Health,2024-07-06,2026-01-17,318.56,Cancelled
20760,4361,POL-00020760,Life,2024-12-31,,193.07,Active
20761,9873,POL-00020761,Life,2024-01-04,,220.1,Active
20762,651,POL-00020762,Life,2023-05-01,2025-07-25,356.8,Active
20763,6008,POL-00020763,Home,2025-02-12,2026-08-11,346.97,Cancelled
20764,3264,POL-00020764,Health,2024-09-15,2028-05-23,208.45,Cancelled
20765,9438,POL-00020765,Home,2026-02-02,2029-11-01,464.05,Cancelled
